Season,Episode,Scene,Character,Line
3,8,0,THE NOSE JOB,Written by Peter Mehlman
3,8,128,LANDLORD,"Oh, hello Miss Pepper, it's a pleasure to meet you. And"
3,8,130,ELAINE,"Oh, well, we're all proud of the work I'm doing."
3,8,130,KRAMER,She does fine work.
3,8,130,LANDLORD,Your father gave me strict orders not to turn the jacket over to
3,8,132,ELAINE,How kind of you.
3,8,132,LANDLORD,"You know, your father has a very extensive wardrobe."
3,8,129,KRAMER,"Yes, yes I am."
3,8,129,LANDLORD,"I've read your book, Professor, and I was quite intrigued by it."
3,8,129,KRAMER,"Uh, yes. Well, it's, uh, very intriguing."
3,8,129,LANDLORD,"Tell me, is it your contention that Shakespeare was an imposter?"
3,8,129,KRAMER,My contention?
3,8,129,LANDLORD,"Yes, your contention."
3,8,129,KRAMER,"Yes, that's my contention."
3,8,129,ELAINE,I heard him contend that.
3,8,129,LANDLORD,It's too bad about your father.
3,8,129,ELAINE,"Oh, it was a frame-up."
3,8,129,LANDLORD,"A fine man, he spoke often of you. He's very proud of the work"
3,8,136,JERRY'S BRAIN,"What's the matter, fella? You look a little tired. Ha ha ha ha"
3,8,137,ISABEL,"Nelson, don't you see? You are a part of me, and I, I am a part of"
3,8,138,JERRY'S PENIS,It's killing me.
3,8,138,JERRY'S BRAIN,That's your move?
3,8,138,JERRY'S PENIS,Yeah.
3,8,138,JERRY'S BRAIN,"Well that's trouble, my friend. That's big trouble. Checkmate!"
3,8,138,JERRY'S PENIS,Getting weak... Losing
3,8,141,JERRY'S BRAIN,Punk.
3,8,141,JERRY,"Isabel, uh, I don't think this is working."
3,8,14,GEORGE,Where'd you meet her?
3,8,14,JERRY,I met her on an elevator.
3,8,14,GEORGE,On an elevator? You met a woman on an elevator?
3,8,14,JERRY,"Impossible, right?"
3,8,14,GEORGE,You got less than sixty seconds. That's like dismantling a time bomb.
3,8,15,JERRY,"I don't know. She was so beautiful, it was like a pure reflex. The"
3,8,16,GEORGE,Wow. What'd you say?
3,8,17,JERRY,"You know, I'm the one responsible for those crop circles in England."
3,8,18,GEORGE,Wow.
3,8,18,JERRY,Can you believe I did that?
3,8,18,GEORGE,What did she say?
3,8,19,ISABEL,What crop circles?
3,8,20,JERRY,Not a good sign.
3,8,20,GEORGE,Not everybody knows what the crop circles are. (to the newsstand
3,8,21,NEWSSTAND OWNER,Crop circles? Why don't you buy something?
3,8,21,JERRY,You got something in your teeth there.
3,8,21,GEORGE,What?
3,8,21,JERRY,It's green.
3,8,21,GEORGE,"Oh, man, it's spinach! I've been walking around like this all"
3,8,22,JERRY,Did you bump into anybody you knew?
3,8,22,GEORGE,I had a job interview.
3,8,22,JERRY,How'd it go?
3,8,22,GEORGE,Take a guess.
3,8,24,INTERVIEWER,"Well, Mr. Costanza, we have nothing available at the present time,"
3,8,25,GEORGE,"Ok, thanks."
3,8,26,JERRY,"What do you need a job, you got Audrey."
3,8,26,GEORGE,"Yeah, right."
3,8,26,JERRY,What's the matter?
3,8,26,GEORGE,"Oh, nothing."
3,8,26,JERRY,What?
3,8,26,GEORGE,You won't think I'm a bad person?
3,8,26,JERRY,Too late for that.
3,8,26,GEORGE,"'Cause believe me, I would only say this to you and maybe a"
3,8,27,JERRY,"Yeah, she's got a big nose."
3,8,27,GEORGE,"I mean, big would even be ok, a little beyond big."
3,8,28,JERRY,It's a schnoz.
3,8,28,GEORGE,"Now, I'm aware that my own physical dimensions are perhaps a little"
3,8,29,JERRY,A little.
3,8,29,GEORGE,"So who am I to be thinking about someone's nose? I mean, I should be"
3,8,158,AUDREY,I didn't wash.
3,8,158,KRAMER,Neither did I. We're off to the Reggae Lounge.
3,8,158,ELAINE,Isn't she beautiful? Her nose is in such perfect
3,8,160,GEORGE,Elaine. Shut up.
3,8,34,JERRY,Stop being so concerned with looks.
3,8,35,JERRY,Have you said anything to her about it?
3,8,35,GEORGE,I could never do that. You know the ironic thing is if she had a
3,8,38,JERRY,"Alright, shut up, here they come."
3,8,38,GEORGE,How can I not think about it? Look at the size of this thing.
3,8,168,THE END,
3,8,41,KRAMER,So my mother's going out with this guy who leaves a jacket in her house
3,8,45,ELAINE,Won't the landlord know I'm not the daughter?
3,8,45,KRAMER,"No no, he's never met her. She's in California."
3,8,45,ELAINE,Are you coming with me?
3,8,45,KRAMER,"Oh, yeah yeah, I have to. I'm your fiancé, Peter Von Nostrand."
3,8,45,GEORGE,Why don't you just commit yourself already?
3,8,45,AUDREY,What is so special about this jacket?
3,8,45,ELAINE,He believes it possesses some extraordinary power over women.
3,8,45,AUDREY,What's the smudge on your hand?
3,8,45,KRAMER,"Oh, I got stamped at the reggae lounge last night. Yeah, I'm going"
3,8,46,GEORGE,"What, you didn't wash all day?"
3,8,46,KRAMER,"Yeah, I washed, just not the hand. You wouldn't believe the women at"
3,8,47,AUDREY,It's amazing how many beautiful women live in New York. I actually
3,8,48,KRAMER,"Well, you're as pretty as any of them, you just need a nose job."
3,8,48,ELAINE,Kramer!
3,8,48,KRAMER,What? What?
3,8,48,ELAINE,How could you say something like that?!
3,8,48,KRAMER,What? What do you mean? I just said she needs a nose job.
3,8,48,ELAINE,"No no, there's nothing wrong with her nose! I'm so sorry, Audrey."
3,8,48,AUDREY,"No, it's ok."
3,8,48,ELAINE,What did you have to say that for?
3,8,48,KRAMER,"Well, I was just trying to help out."
3,8,48,ELAINE,"Yeah? Well, you can kiss that jacket goodbye, Mr. Von Nozzin."
3,8,48,KRAMER,You see what happens when you try to be nice?
3,8,157,AUDREY,Hi.
3,8,157,ELAINE,Hi!
3,8,157,JERRY,Hey.
3,8,157,AUDREY,Hello.
3,8,157,GEORGE,"Audrey? My god, you look incredible! I can't believe it!"
3,8,157,AUDREY,"Well, it was his doctor. He was wonderful."
3,8,157,ELAINE,"So, will I see you later tonight?"
