Season,Episode,Scene,Character,Line
1,2,0,THE ROBBERY,Written by Matt Goldman
1,2,1,JERRY,"So I move into the centre lane, now I get ahead of this"
1,2,18,JERRY,"Is that it? Got the cue tips, got the mini-umbrella,"
1,2,20,ELAINE,That is the single greatest packing
1,2,21,JERRY,I am...the master packer.
1,2,21,ELAINE,"Yeah, right, you're the master packer."
1,2,21,JERRY,"What you must understand, Elaine, (picks up the"
1,2,22,BATTLE,you've gotta know the strengths and weaknesses (hits
1,2,25,ELAINE,'Scuse me...master packer!
1,2,25,JERRY,...Yes.
1,2,25,ELAINE,Just gimme your keys.
1,2,25,JERRY,"Alright, sir. (tosses Elaine his keys; apartment buzzer"
1,2,26,GEORGE,Yeah
1,2,26,ELAINE,
1,2,27,JERRY,"uh, yeah, the uuhh, hot water takes a little while to"
1,2,29,ELAINE,
1,2,29,JERRY,"There's more, the refrigerator. Deduct a"
1,2,33,ELAINE,I'll eat out.
1,2,33,JERRY,"One more thing, Benes, regarding sexual activity:"
1,2,34,BIG FAVOUR,do it in the tub.
1,2,34,GEORGE,Ready?
1,2,34,JERRY,"Yeah, one sec."
1,2,34,GEORGE,"Hey, Elaine"
1,2,34,ELAINE,Hi.
1,2,34,GEORGE,Coming to the airport with us?
1,2,34,ELAINE,"No, I'm staying here for the weekend. I'm getting a"
1,2,35,GEORGE,"Oh, the actress-waitress."
1,2,35,ELAINE,"No, the waitress-actress. She just got some part in"
1,2,38,GEORGE,You just kick her out.
1,2,38,ELAINE,She's on the lease!...George you have got to find an
1,2,39,GEORGE,"Yeah, well...a little ruff finding something good in"
1,2,41,JERRY,I'm not looking.
1,2,41,GEORGE,"No no no, this one's different, this one's a beauty!"
1,2,41,JERRY,"Yeah, what's it like?"
1,2,41,GEORGE,"I haven't seen it yet, but it's a ""two-bedroom"", it's"
1,2,42,JERRY,How much?
1,2,42,GEORGE,"Uh, twice what you pay in here, but it's a great"
1,2,43,JERRY,Two bedrooms? Why do I need two bedrooms? I got enough
1,2,45,ELAINE,You oughtta least take a look at it.
1,2,45,JERRY,Really? Why?
1,2,45,ELAINE,'Cause then I could move in here.
1,2,45,JERRY,Ooohhhh
1,2,45,ELAINE,It's time you got out a here anyway.
1,2,45,GEORGE,"Yeah, tell'm, but quickly, I'm double parked here."
1,2,45,ELAINE,"Listen, Jerry, this place is falling apart. You have"
1,2,46,GEORGE,"Let's not forget the radiator, the steam has been on"
1,2,47,ELAINE,"Jerry, come on, you're doin' OK now, you should at"
1,2,49,JERRY,"Like this? You just said, you wanted to live here."
1,2,49,ELAINE,"Well, for me it's a step up. It's like moving from"
1,2,50,GEORGE,"Jerry, what do ya...you wanna...you wanna see the"
1,2,51,JERRY,"I can't think about it now. Come on, I'm going to"
1,2,54,JERRY,"Elaine! (puts his bags down, sits down on the couch,"
1,2,56,JERRY,"Great, I had fun, where's the TV, where's the VCR."
1,2,57,ELAINE,They were stolen.
1,2,57,JERRY,Stolen? When?
1,2,57,ELAINE,"A couple a hours ago, the police are coming right"
1,2,58,JERRY,Stolen?
1,2,58,ELAINE,Someone left the door
1,2,60,JERRY,You left the door open?!
1,2,60,KRAMER,"Uh, Jer, well ya know, I was cookin' and I, I uh, I"
1,2,62,JERRY,"Wait, you left the lock open or the door open?"
1,2,62,KRAMER,The door.
1,2,62,JERRY,The door? You left the door open?
1,2,62,KRAMER,"Yeah, well, I was gonna bring the spatula right back."
1,2,62,JERRY,"Yeah, and?"
1,2,62,KRAMER,"Well, I got caught up... watching a soap opera...(with"
1,2,63,JERRY,So the door was wide open?
1,2,63,KRAMER,Wide open!
1,2,63,JERRY,And where were you?
1,2,63,ELAINE,I was at Bloomingdale's...waiting for the shower to
1,2,64,KRAMER,"Look, Jerry, I'm sorry, I'm uh, you have insurance,"
1,2,65,JERRY,No.
1,2,65,KRAMER,How can you not have insurance?
1,2,65,JERRY,"Because...I spent my money on the Clapgo D. 29, it's"
1,2,66,ONE DESIGN FLAW,the door... must be
1,2,66,KRAMER,"Jerry! I'm gonna find your stuff. I'm gonna solve it,"
1,2,67,JERRY,"Yeah, don't investigate, don't pay me back, it was an"
1,2,68,KRAMER,I made a mistake.
1,2,68,ELAINE,These things happen
1,2,68,KRAMER,I'm human
1,2,68,JERRY,In your way.
1,2,70,POLICEMAN,"Let's see, that's uh, one TV, a stereo, one leather"
1,2,71,ELAINE,Answering machine.
1,2,71,JERRY,"Answering machine. Oh, I hate the idea"
1,2,72,POLICEMAN,What do ya mean?
1,2,72,JERRY,It's a joke.
1,2,72,POLICEMAN,"I see...Well, mister Seinfeld uh, we'll look into"
1,2,74,JERRY,You ever find anything?
1,2,74,POLICEMAN,No.
1,2,74,JERRY,"Well, thanks anyway."
1,2,74,POLICEMAN,You bet.
1,2,74,ELAINE,
1,2,75,JERRY,The crook has the machine. The messages aren't for him.
1,2,75,HE'S THE CROOK,why would he answer...(turns around and sees
1,2,76,GEORGE,"I walked in, your lobby"
1,2,77,JERRY,Again.
1,2,77,GEORGE,I don't know how you put up with this.
1,2,77,ELAINE,"Yeah, tell'm George."
1,2,77,JERRY,You would still wanna move in here?
1,2,77,ELAINE,Yes! You don't understand. I'm living with Ethel
1,2,78,JERRY,"Is that uh, other apartment still"
1,2,80,JERRY,"I got ripped off for about the...18th time? And now,"
1,2,82,SAY,"""Call the police. You really should call the police."" So"
1,2,84,GIVE YOU,your copy. Now...unless they give the crook his
1,2,94,ELAINE,"Oh, well, come on...this is an"
1,2,97,GEORGE,"I didn't know there was a fireplace. A fireplace, this"
1,2,98,JERRY,How do you get all that wood in here?
1,2,98,ELAINE,They deliver it.
1,2,98,JERRY,They deliver wood?
1,2,98,ELAINE,Yeah.
1,2,98,JERRY,"Whatta ya tip a ""wood guy""?"
1,2,98,GEORGE,(looking intensively at the form with the apartment
1,2,99,ELAINE,Look! Look at...look at this! There's a garden.
1,2,99,GEORGE,A garden! I can't believe there's a garden!
1,2,99,JERRY,Would I have to get a gardener?
1,2,99,ELAINE,"Yeah, you can get a gardener."
1,2,99,JERRY,You tip him?
1,2,99,ELAINE,You can.
1,2,99,GEORGE,You don't tip a gardener!
1,2,99,ELAINE,You can tip a gardener.
1,2,99,GEORGE,You don't need a gardener.
1,2,99,ELAINE,"Jerry, you can barbecue back here ."
1,2,99,JERRY,They deliver the coal?
1,2,99,ELAINE,"Sure, it's...probably the same guy, who delivers the"
1,2,100,JERRY,"Oh, than I gotta tip him."
1,2,100,ELAINE,"Oh damn, this place is incredible, look at all this"
