Season,Episode,Scene,Character,Line
7,15,0,THE SHOWER HEAD,Written by Peter Mehlman & Marjorie Gross
7,15,1,ELAINE,"Mr. Peterman sent me over here for a physical because as you may or may not know, he and I are going on a trip to Kenya. Africa. My first such mission for the company. The Massai bushmen wear these great sandals and we're gonna knock them off. Not the Massai, the sandals."
7,15,1,DOCTOR,I'll need a urine sample.
7,15,1,ELAINE,Right.
7,15,2,GEORGE,You know how hot it gets there? Like 150 degrees. Your skin is gonna be simmering with boils.
7,15,2,ELAINE,"Oh, Come on."
7,15,2,JERRY,"Hey George, you coming to the Tonight Show on Thursday?"
7,15,2,GEORGE,"Hey, yeah. My parents want to come too, is that ok?"
7,15,2,JERRY,"Yeah, sure. My parents will be there."
7,15,2,ELAINE,The Tonight Show?
7,15,2,JERRY,"Yeah, they're in town this week, you wanna go?"
7,15,2,ELAINE,Are you doing new material?
7,15,2,JERRY,No.
7,15,2,ELAINE,I don't think so.
7,15,3,KRAMER,Hey. Super's in my bathroom changing my shower head. Have they
7,15,4,JERRY,"No, he's doing mine next. They're low flow you know."
7,15,4,KRAMER,Low flow? Well I don't like the sound of that.
7,15,5,ELAINE,So what are your parents doing here in new York?
7,15,5,JERRY,"Well, they were humiliated. I mean after the impeachment, my father"
7,15,6,ELAINE,So what are their plans?
7,15,6,JERRY,"Well, this is the problem. They're moving into this new development."
7,15,8,ELAINE,You mean the three of them in that tiny apartment?
7,15,8,JERRY,"No, Leo's not there. He's got a girlfriend, Lydia. In fact, he moved"
7,15,9,GEORGE,Uncle Leo's having regular sex?
7,15,9,JERRY,"Yeah, I know. It devalues the whole thing."
7,15,9,JERRY,Hello?
7,15,9,MORTY,"Jerry, what time do we have to be at the the Tonight Show on Thursday."
7,15,9,JERRY,You gotta be there at 4:30.
7,15,9,MORTY,But it comes on 11:30.
7,15,9,JERRY,"Yeah, well they tape it in the afternoon and then they air it at 11:30."
7,15,9,MORTY,How long they been doing this?
7,15,9,JERRY,30 years.
7,15,9,MORTY,"Helen, did you know that they tape this thing in the afternoon?"
7,15,9,JERRY,"All right, I'll see you later."
7,15,9,ELAINE,"Georgie, how come your parents never moved to Florida?"
7,15,9,GEORGE,"Yeah, that is odd, isn't it?"
7,15,9,JERRY,"Yeah, it is."
7,15,9,GEORGE,"I mean, they're retired."
7,15,9,JERRY,No economic reason for them to be here.
7,15,9,GEORGE,They have no friends.
7,15,9,JERRY,No social reason for them to be here.
7,15,9,ELAINE,You're all grown up.
7,15,9,GEORGE,"Yeah, they're all through ruining my life. What the hell are they"
7,15,12,JERRY,Hello?
7,15,12,HELEN,Where can I buy some ice? Your father likes a lot of ice.
7,15,12,JERRY,"I don't know, maybe get an ice tray?"
7,15,12,HELEN,I can do that.
7,15,12,JERRY,You know Dad just called me.
7,15,12,HELEN,"Yeah, I know. His phlebitis is acting up."
7,15,12,JERRY,"Yeah, all right, well I got some people here."
7,15,12,HELEN,Ok.
7,15,12,JERRY,"All right, bye. : You see this? Any thought pops into their"
7,15,13,ELAINE,Ahh.
7,15,13,JERRY,I'm used to a 1200 mile buffer zone. I can't handle this. Plus I got
7,15,14,ELAINE,They have no idea when they're going back to Florida?
7,15,14,JERRY,The only way out of this is if Leo breaks up with his girlfriend and has
7,15,15,ELAINE,How's that gonna happen?
7,15,16,UNCLE LEO,It's about time you called your uncle. We've got to do this once a
7,15,17,JERRY,Once a week? So how's Lydia?
7,15,17,UNCLE LEO,"Ah, she's a real tiger."
7,15,17,JERRY,I don't know how you do it.
7,15,17,UNCLE LEO,What?
7,15,17,JERRY,"A man like you, limiting yourself to one woman, I don't know. But it's"
7,15,18,UNCLE LEO,What are you talking about?
7,15,18,JERRY,Well...
7,15,18,UNCLE LEO,"Look at this, I told them medium rare, it's medium."
7,15,18,JERRY,"Hey, it happens."
7,15,18,UNCLE LEO,I bet that cook is an anti-Semite.
7,15,18,JERRY,He has no idea who you are.
7,15,18,UNCLE LEO,"They don't just overcook a hamburger, Jerry."
7,15,18,JERRY,"All right. Anyway, the point I was making before Goerbbles made your"
7,15,24,UNCLE LEO,"Believe me, I thought about it. But she is so perfect in every way,"
7,15,25,JERRY,"Well, keep looking."
7,15,26,PETERMAN,"I'm afraid I have some bad news, Elaine. It appears you will not be"
7,15,27,ELAINE,What? Why not?
