Season,Episode,Scene,Character,Line
7,2,0,THE MAESTRO,Written by Larry David
7,2,1,GEORGE,"And then I hear this rabbi on television, I mean imagine."
7,2,1,ELAINE,"I'm really sorry George, I, I, I wasn't jealous of you. It was just the whole marriage thing."
7,2,1,GEORGE,"Ya know, I was just a little surprised."
7,2,1,JERRY,Why would anyone eat canned fruit? I mean can anybody answer that?
7,2,1,GEORGE,What about all the loser stuff?
7,2,1,ELAINE,"I don't know where the rabbi got that. Ya know I never said that. I said ""I've never seen you looser""."
7,2,1,JERRY,"I can see the can if you're in the army, but fresh fruit it's available, it's there, it's 2 aisles over."
7,2,1,GEORGE,"Well, scintillating as always."
7,2,1,JERRY,Where you going?
7,2,1,GEORGE,I'm going shopping with Susan.
7,2,1,ELAINE,What kind of shopping?
7,2,1,GEORGE,Clothes shopping.
7,2,1,ELAINE,Where are you going?
7,2,1,GEORGE,Ross'.
7,2,1,ELAINE,Oh that's a nice store.
7,2,1,GEORGE,"Yeah, it's her uncle's."
7,2,1,JERRY,Discount?
7,2,1,GEORGE,One would hope.
7,2,3,KRAMER,"So ya know, my friend and I we were going to the movies and we stopped off"
7,2,4,JACKIE,Hm Hm. Oh what is that like Italian coffee?
7,2,4,KRAMER,Yeah that's right.
7,2,4,JACKIE,"Half milk, half coffee?"
7,2,4,KRAMER,Yeah.
7,2,4,JACKIE,Hm Hm. You take a sip?
7,2,4,KRAMER,Yes I did.
7,2,4,JACKIE,"Now when you took a sip, did you notice it was hot? Were you able to sip"
7,2,5,KRAMER,No I wasn't able to sip it in my normal fashion.
7,2,5,JACKIE,"Hm Hm. All right, all right. You take big sips?"
7,2,5,KRAMER,Well I think I take a normal sip.
7,2,5,JACKIE,
7,2,5,KRAMER,"Well you know ahh, they don't allow outside drinks in the movie theater."
7,2,6,JACKIE,"Yeah, see they like to sell their own coffee."
7,2,6,KRAMER,"Yeah, now is that going to be a problem?"
7,2,6,JACKIE,Yeah that's going to be a problem. It's gonna be a problem for them.
7,2,8,KRAMER,It's definitely preposterous.
7,2,8,JACKIE,So. Then what happened?
7,2,8,KRAMER,Well ahh. I was trying to get to my seat and I had to step over someone and
7,2,9,JACKIE,Was there a top on it?
7,2,9,KRAMER,Yeah.
7,2,9,JACKIE,Now did you put the top on or did they put the top on for you?
7,2,9,KRAMER,No. They put the top on.
