Season,Episode,Scene,Character,Line
0,5,6,SAWYER (O.S.),"Helluva book. Kate stiffens, turns to the WATER. Finds SAWYER, bare- chested as he wades back to land. Smiles --"
0,5,6,SAWYER (CONT'D),It's about bunnies.
0,5,9,KATE,"Water's cold, huh?"
0,5,10,SAWYER,You bet. How `bout you come a little closer and warm me up?
0,5,11,KATE,Does this ever actually work?
0,5,11,SAWYER,"Depends on what you mean by ""this?"""
0,5,12,KATE,"This. This macho... -- ""Macho?"" Ain't heard that one in awhile. Makes me wanna grow a mustache."
0,5,13,KATE,"You sure know how to make a girl feel special, Sawyer."
0,5,14,"OH YEAH, BABY, YEAH--!!!","-- a SILHOUETTED COUPLE in the throes of passion: it's SAWYER and JESSICA , as attractive as she is acrobatic --"
0,5,16,JESSICA,...boy oh boy...
0,5,16,SAWYER,...Boy oh boy is right...
0,5,17,SAWYER (CONT'D),...look at you. What do you want? Right now.
0,5,19,JESSICA,How could I want anything else...?
0,5,20,JESSICA (CONT'D) SAWYER,"Uh-oh, Baby-- What?"
0,5,20,JESSICA (CONT'D) SAWYER,"I thought you had a meeting-- Yeah, it's not until six- thirty--"
0,5,20,JESSICA (CONT'D),"Baby, it's six-twenty-eight."
0,5,21,SAWYER,"Are you --? Oh, damnit -- damnit -- Honey, listen to me--"
0,5,22,JESSICA,"Go, you go, I'll stay here, watch TV, order room service, get fat--"
0,5,23,SAWYER,You order a chocolate sundae. When I get back I'll use you as a dish.
0,5,25,SAWYER (CONT'D),"...You, uh... weren't exactly supposed to see that."
0,5,29,SAWYER,"What're you doing in my stuff, son?"
0,5,31,JACK (O.S.),This is gonna hurt.
0,5,32,SAYID,I can do this myself...
0,5,32,JACK,You ready to tell me what happened?
0,5,33,SAYID,"We were trying to triangulate the transmission. The French woman. I saw the flare from the beach -- Then the flare from Sawyer's position in the jungle. I turned on my antenna, activated the transceiver, then -- darkness. Whoever hit me came from behind."
0,5,34,JACK,They destroyed the equipment?
0,5,34,SAYID,Yes.
0,5,34,JACK SAYID,Any idea who it...? -- A coward.
0,5,34,JACK,"We'll figure this out, man. Don't do anything that... And when Sayid looks at Jack, there is an ANGER -- a FIRE that we have not seen in his eyes before."
0,5,34,SAYID,I will do what I need to do to find the man responsible.
0,5,35,WOMAN'S VOICE (O.S.),Where's the doctor?! Help us! Please!!!
0,5,38,JACK,Who did this to you?
0,5,39,RICHARD,Sawyer. And OFF JACK --
0,5,41,RICHARD,I'm fine. It's just a scrape.
0,5,41,JACK,Lots of scrapes today. I'm running out of peroxide.
0,5,41,RICHARD,I should've been able to take him. Sonofabitch fights dirty.
0,5,41,JACK,"-- yeah, I've seen that -- so you wanna tell me what happened?"
0,5,42,RICHARD,"Marybeth's - my wife's - asthma. I packed a few inhalers for our trip. Marybeth said put them in my carry-on, but I said - hey - vacation's over, we're on the plane, she can't need more than the one - right? The one ran out yesterday. So I'm scouring the wreckage - Marybeth's freaking - and then I see that bastard Sawyer just sitting there reading ""Watership Down."""
0,5,42,JACK,You're losing me...
0,5,42,RICHARD,"""Watership Down."" It's a book. It was in our luggage -- the stuff we checked. Looked for the last week, but we couldn't find it. If he's got my book, then he's got my suitcase. He's got my suitcase, he's got the inhalers. If she has an attack..."
0,5,44,RICHARD (CONT'D),"It'll be bad, man."
0,5,46,CHARLIE (O.S.),Morning delivery!
0,5,47,CLAIRE,You're sweet.
0,5,47,CHARLIE,"Figured in your condition, y'know with the extra ""baggage""..."
0,5,47,CLAIRE,"I can still walk, you know."
0,5,47,CHARLIE,"Barely. Anyway, I worry about you. Out here. It's very... sunny."
0,5,47,CLAIRE,Thus my hat.
0,5,47,CHARLIE,"Right. Hat. Sun hat. Brilliant. Lots of hats at the caves. And hey -- we've got a doctor, too. That'll come in handy, eh?"
0,5,47,CLAIRE,"I like the beach, Charlie."
0,5,49,CHARLIE,Yeah. Who wouldn't want to spend their day with sand fleas?
0,5,49,CLAIRE,"I want to be here, Charlie. For when we get rescued."
0,5,49,CHARLIE,"Right. For when we get rescued. And OFF CHARLIE, knowing full well that ain't gonna happen..."
0,5,52,SAWYER,"Hey, Doc. Long time, no see."
0,5,52,JACK,Where is it?
0,5,52,SAWYER,Where's what?
0,5,52,JACK,The woman's asthma medication. Her inhalers.
0,5,52,SAWYER,Oh. That.
0,5,52,JACK,You attacked a man because he was trying to help his sick wife.
0,5,53,SAWYER,No -- I whooped a thief `cause he was going through my stuff--
0,5,53,JACK,"Yours? What makes it yours, man? You think because you take it out of a suitcase --"
0,5,53,SAWYER,"Look -- I don't know what kinda Commie sharefest you're runnin' over in Cave Town -- but down here, possession's nine tenths and a man's got a right to protect his property."
0,5,54,JACK,Get up.
0,5,54,SAWYER,Why? You wanna see who's taller?
0,5,54,JACK,Get. Up.
0,5,54,SAWYER,"You sure you wanna make this your problem, Doc?"
0,5,54,JACK,"Yeah. I'm sure. And so, Sawyer gets up. Jack takes a step toward him -- so ready to fucking rumble that he misses the arrival of --"
0,5,54,KATE (O.S.),What's going on.
0,5,55,SAWYER,We were just exchangin' recipes.
0,5,57,SAWYER (CONT'D),"Sorry we couldn't work things out, Doc."
0,5,58,JESSICA (O.S.) SAWYER (O.S.),"You told me you were going to I am -- Jess, this isn't Baton Rouge to close a deal -- exactly the kind of thing you said it was ""too boring that's easy to describe-- to explain""--"
0,5,59,SAWYER,"Just trust me. There isn't time to explain. I'm already late and if I don't make this meeting, this whole thing's a bust, all right?"
0,5,60,SAWYER (CONT'D),Ever heard of Incentive Law?
0,5,61,SAWYER (CONT'D),Encourages foreign business here in New Orleans -- Tax breaks. Shared investments. The government sets up these private funds. To supplement foreign trade.
0,5,61,JESSICA,Do I need an Economics degree to understand why you have a suitcase full of cash?
0,5,62,SAWYER,You're looking at everything. Everything I got. Hundred and forty thousand dollars.
0,5,63,SAWYER (CONT'D),"There's an oil mining operation in the Gulf of Mexico -- drilling platforms. Three-hundred thousand dollars buys you one share. But as soon as you make that investment, that fund kicks in and triples your investment in two weeks. Triples it."
0,5,63,JESSICA,Three-hundred thousand. You got a hundred and forty.
0,5,63,SAWYER,"That would explain my meeting, wouldn't it?"
0,5,63,JESSICA,You're meeting with someone who has the rest of the money?
0,5,63,SAWYER,"There's this Canadian guy, wants in fifty-fifty. Two weeks - we'll be splitting almost a million bucks. Is it shady? Yeah. A little. But I gotta. All right? I meet the Canuck and make this deal happen -- I can pay for a lot more hotel rooms, lemme tell you."
0,5,64,JESSICA,There's another option.
0,5,64,SAWYER,...what's that?
0,5,65,JESSICA,That you don't go to the meeting. That you stay here. That we make love again. And that I give you the hundred-and-sixty thousand. And we split it. Sawyer stares at her -- a smile creeping up on his face.
0,5,65,SAWYER,How the hell you gonna scare up a hundred-and-sixty thousand bucks?
0,5,66,JESSICA,My husband.
0,5,68,KATE,That won't get us the medicine.
0,5,68,JACK,Maybe not. But it'll feel good.
0,5,68,KATE,Okay. So what's stopping you? He thinks Jack looks at Kate -- SURPRISED. She's serious. about it. Shakes his head --
0,5,68,JACK,"We're not savages yet, Kate."
0,5,69,KATE JACK,Let me talk to Sawyer. -- What?
0,5,69,KATE,I can reason with him.
0,5,70,JACK,This guy doesn't know reason.
0,5,70,KATE,Maybe not. But my plan is still better than yours.
0,5,71,JACK,What makes you think he'll listen?
0,5,71,KATE,He says we have a connection.
0,5,72,JACK,Do you?
0,5,72,KATE,Please. And as we can't help but notice that wasn't exactly a denial...
0,5,73,SAYID (O.S.),Locke...
0,5,74,SAYID (CONT'D),Where were you last night? Last night. Around sunset.
0,5,75,LOCKE,"Oh, yes. You were attacked. Heard about that."
0,5,76,SAYID,And I heard you were in the jungle. Alone. Not terribly far from where it happened.
0,5,77,LOCKE,"Well, I'm afraid the only witness to my whereabouts is the boar I was skinning for our dinner."
0,5,78,LOCKE (CONT'D),You were attempting to boost the signal on the transceiver. Send out a distress call.
0,5,78,SAYID,More or less.
0,5,78,LOCKE,So it would seem whoever attacked you has reasons for not wanting to get off the island. Maybe someone who is... profiting from our current circumstances?
0,5,79,SAYID,Is there someone you're meaning in particular?
0,5,79,LOCKE,"Oh, you know who I'm meaning. And from what I've seen... you and Mr. Sawyer do share a certain animosity."
0,5,79,SAYID,"He has an alibi. Just before I was... struck... he set off a bottle rocket, a signal we'd worked out, two kilometers away... he could not have had the time to --"
0,5,80,LOCKE,Unless he'd found a way to time delay the fuse on his rocket.
0,5,81,SAYID,How could he possibly--
0,5,81,LOCKE,"Anyone with basic military training knows how to improvise a slow fuse. Use a cigarette. As Sayid loses himself in this thought, Locke reaches into his gear, pulls out a large KNIFE, and holds it out to Sayid."
0,5,81,LOCKE (CONT'D),In case there's a next time.
0,5,82,KATE (O.S.),"So what do you want? Sawyer glances to see KATE, but just keeps on chopping:"
0,5,82,SAWYER,`Scuse me?
0,5,82,KATE,"What do you want, Sawyer?"
0,5,82,SAWYER,"Freckles, I got so many answers to that question I wouldn't even know where to start."
0,5,82,KATE,What do you want for the inhalers?
0,5,83,SAWYER,Huh. Good question. Hang on a tick. What do I want?
0,5,84,SAWYER (CONT'D),A kiss ought to do it.
0,5,84,KATE,What?
0,5,84,SAWYER,"A kiss. From you. Right now. Kate just stares. He can't possibly... but he stares back. Yeah. He's serious. Kate shakes her head, ANGRY now --"
0,5,84,KATE SAWYER,I don't buy it. -- Buy what?
0,5,84,KATE,"The act. You try too hard, Sawyer. I ask you to help a sick woman and you want me to kiss you? No one can be that disgusting."
0,5,85,KATE (CONT'D),"I've seen you, y'know."
0,5,85,SAWYER,Seen me what?
0,5,85,KATE,With that piece of paper. The one you keep in your wallet. I've seen your face when you read it. And the way you fold it up so carefully. It means something to you. So play your games all you want -- but I know there's a human being in there somewhere. Give me the medication. Please.
0,5,87,SAWYER,You think you understand me?
0,5,87,KATE SAWYER,Yeah. I think I -- -- Shut up.
0,5,88,SAWYER (CONT'D),Wanna know what kind of human being I am? And he reaches into his pocket. Removes the ENVELOPE.
0,5,88,SAWYER (CONT'D),Read it.
0,5,89,SAWYER (CONT'D),"Read it. He lets go of her, but doesn't step back. Let there be no misunderstanding here -- Kate better fucking do what he says."
0,5,90,KATE,"""Dear Mr. Sawyer. You don't know who I am. But I know who you are. And I know what you done. You slept with my mother... And then you stole my dad's money all away. So he got angry and he killed my mother. And then he killed himself, too."""
0,5,90,SAWYER,Don't stop now. You're gettin' to the good part.
0,5,92,KATE,"""All I know is your name. But one of these days I am gonna find you and I am going to give you this letter so you'll remember what you done to me. You killed my parents, Mr. Sawyer."""
0,5,94,SAWYER,
0,5,96,SAWYER (CONT'D),
0,5,100,JACK,You need to try to relax. How often do you get these attacks?
0,5,100,MARYBETH,At home... maybe once a week...
0,5,100,RICHARD,She's been getting them almost every day since the crash.
0,5,101,JACK,"Marybeth. Just hang in there, okay? I'll get you through this."
0,5,102,SUN,That woman... She's very ill.
0,5,102,JIN,The doctor is taking care of her.
0,5,102,SUN,I think I can help her.
0,5,102,JIN,Leave it to the doctor. This is not our problem.
0,5,102,SUN JIN,But-- -- Let it go.
0,5,107,JACK,What are you doing here?
0,5,107,SAWYER,Getting water. That a problem?
0,5,107,JACK,Give me the inhalers. Now.
0,5,107,SAWYER,Hell -- I was wonderin' when you were gonna stop asking nice.
0,5,109,SAWYER (CONT'D),"Well it's about time, cowboy. Didn't think you had it in... Sawyer's head whips around... WHAM! Jack POUNDS HIM again. drops to ONE KNEE."
0,5,118,DAVID (PRE-LAP),The money comes from -- what?
0,5,119,SAWYER,"Incentives from a foreign investment. Listen -- David, I'm not sure this is a good idea--"
0,5,119,JESSICA,Why not?
0,5,119,SAWYER,"`Cause business between friends is always a little sticky. I don't know you well, but I know your wife. Working with her at the bank, I'm not sure I'm comfortable--"
0,5,119,DAVID,-- Louisiana will invest two-thirds of the drilling cost? What is this... a loophole?
