Season,Episode,Scene,Character,Line
0,2,7,MEATHEAD,Stay down.
0,2,10,MEATHEAD,"Your choice, man -- Walk away now, you won't get your ass kicked."
0,2,14,MEATHEAD,"Shoulda stayed down, Jack."
0,2,15,CHARLIE (O.S.),Jack? Jack! HEY JACK!
0,2,16,CHARLIE,You've gotta -- someone's out there! The current! Someone's --
0,2,17,JACK CHARLIE,What? -- Someone's out there!
0,2,18,CHARLIE (CONT'D),I woke up -- I don't swim and...
0,2,31,JACK,"Deep breaths -- c'mon, man -- relax -- you're okay -- deep breaths..."
0,2,32,BOONE,Did you... get her?
0,2,32,JACK,What?
0,2,32,BOONE,The woman... out there... I was trying to... Did you get her?
0,2,35,BOONE JACK,You have to get her -- -- No -- Current's too strong
0,2,42,KATE,Jack!
0,2,42,JACK,There's someone else out there.
0,2,55,KATE,Hey --
0,2,55,JACK,So what'd they say?
0,2,55,KATE,"Jack, maybe you should..."
0,2,55,JACK,Who was she?
0,2,56,KATE,"Her name was Joanna. She wasn't supposed to be on the plane. She went scuba diving off the Barrier reef and got an ear infection. Doctor grounded her two days, so she bumped her flight. Ended up with us."
0,2,56,JACK,She was swimming this morning. Just swimming. Riptide caught her. We've been here six days and we never talked. I never said a word to her. There were --
0,2,56,KATE JACK,Jack. Don't. -- forty seven of us. I didn't say a single word.
0,2,57,KATE,You tried.
0,2,58,JACK,No. I didn't. I thought maybe I could... I thought I could bring him back and still have time. I was there -- in the water... I didn't try. I decided not to go after her.
0,2,60,KATE,What's...?
0,2,64,KATE (O.S.),Jack?
0,2,64,KATE,Are you okay?
0,2,66,JACK,You see that?
0,2,66,KATE,See what?
0,2,66,JACK,He was just standing there... in the water. A man.
0,2,67,KATE,Jack...
0,2,68,JACK,You didn't see him?
0,2,68,KATE,When's the last time you slept?
0,2,69,JACK,I have to put this with the rest of the gear.
0,2,74,MICHAEL,"Don't swallow it, okay?"
0,2,74,WALT,Why not?
0,2,74,MICHAEL,`Cause it's from the ocean. It'll make you thirsty.
0,2,74,WALT,Why?
0,2,75,MICHAEL,"Just don't swallow it, man."
0,2,81,JIN,You need water.
0,2,81,SUN,No -- I'm all right. Thank you.
0,2,83,SUN,When will someone tell us what to do?
0,2,83,JIN,What?
0,2,83,SUN,I don't think anyone is coming.
0,2,83,JIN,Someone will come.
0,2,84,SUN,The others... they ignore us. If we tried harder to communicate...
0,2,84,JIN,We'll be fine. We don't need them.
0,2,85,JIN,I will tell you what to do.
0,2,89,SHANNON (O.S.),Have you got it or what?
0,2,90,SAWYER,"You're in my light, sticks."
0,2,91,SHANNON,"""Lightsticks?"" What the hell is that supposed to --"
0,2,91,SAWYER,Light. Comma. Sticks. Meaning your legs.
0,2,92,SAWYER,How's your brother?
0,2,92,SHANNON SAWYER,"What do you mean how -- -- Almost drowned, didn't he?"
0,2,92,SHANNON,Look -- while I really love my new nickname and I think it's really sweet that you're asking...
0,2,92,SAWYER,Calm down. I got your damn stuff.
0,2,93,SHANNON,It'll keep off sand fleas?
0,2,93,SAWYER,"You bet. And it's got aloe, too."
0,2,93,SHANNON,How much?
0,2,93,SAWYER SHANNON,"You serious? -- Yeah, I'm..."
0,2,94,SAWYER,"You in the same situation I am? `Cause last I checked, we weren't going nowhere for awhile. Your money's no good here."
0,2,94,SHANNON,So what the hell do you want? If you think that I'm...
0,2,94,SAWYER,Five grand.
0,2,95,SHANNON,I thought you said money was no good here.
0,2,95,SAWYER,I was negotiating. I'll take an IOU. Somethin' tells me you're good for it.
0,2,96,SHANNON,Screw you.
0,2,99,CLAIRE (O.S.),You haven't found a hairbrush have you?
0,2,100,KATE,Nope. Sorry.
0,2,100,CLAIRE,I must've looked in twenty suitcases today and I can't find one. Weird. You'd think everyone packs a --
0,2,101,KATE,Whoa -- You okay?
0,2,102,CLAIRE,Yeah it's just the heat. Oh. And I'm pregnant.
0,2,102,KATE,Really?
0,2,103,CLAIRE,Thanks.
0,2,103,KATE,"Wanna sit? You can help me sort the ""practical clothes"" from the ""impractical clothes."""
0,2,103,CLAIRE,How can you tell the difference?
0,2,103,KATE,Practical. Impractical.
0,2,103,CLAIRE,"Can I ask you something? Don't mean to get personal, but I'm curious."
0,2,103,KATE,Sure. Shoot.
0,2,103,CLAIRE,Are you a Gemini?
0,2,103,KATE,Yeah.
0,2,103,CLAIRE,"Thought so. Restless. Passionate. Everyone thinks Astrology is a load of crap, but that's because they don't understand it. I could do your chart if you'd like... Ah. All right then. Geminis."
0,2,106,HURLEY (O.S.),"Hey, Jack?"
0,2,107,HURLEY,"Whoa -- You look tired, brother."
0,2,107,JACK,I'm fine. What's up?
0,2,107,HURLEY,"We've got a problem, man."
0,2,108,JACK,That's it?
0,2,108,CHARLIE (O.S.),That's it.
0,2,111,JACK,How many?
0,2,111,CHARLIE,Eighteen.
0,2,111,HURLEY,"People just took what they needed `cause, y'know we were supposed to be rescued? But uh -- we weren't. And it hasn't rained, man."
0,2,111,CHARLIE,"Even if we divvied it up... split the bottles in half, it wouldn't be enough water for all forty-seven..."
0,2,111,JACK,Forty-six. There's forty-six now.
0,2,112,HURLEY,"It's getting pretty toasty out here. When people find out this is it, they're gonna freak out, man."
0,2,112,CHARLIE,And the boar's running low until we can catch another one. What should we tell them?
0,2,113,JACK,I don't know.
