Season,Episode,Scene,Character,Line
0,15,0,STARGATE SG1,Episode 116
0,15,0,"""ENIGMA""",By Katharyn Michaelian Powers SG1 step through the gate onto a planet that seems to be in the middle of a natural disaster. A volcano has erupted and the air is thick with ash.
0,15,0,SAM,Wow! None of this was going on when we sent the probe through.
0,15,0,DANIEL,What's this stuff in the air?
0,15,0,TEAL'C,Ash .
0,15,0,JACK,"All right, Daniel. Dial it up, get us out of here."
0,15,0,DANIEL,"No argument. Wait a minute. There's something out there.( It's a woman, she's alive. There's more, hurry you guys."
0,15,1,TEAL'C,There's no life here.
0,15,1,SAM,This one's had it.
0,15,1,DANIEL,It's just like Pompeii . Everyone died of suffocation before the lava started to flow. What are these things?
0,15,1,TEAL'C,O'Neill! There are two more alive.
0,15,1,JACK,Carter? How long before we're toast?
0,15,1,SAM,"I don't know, Sir, I'm not a volcanologist. It could be days, it could be minutes."
0,15,2,NARIM,Don't... help us.
0,15,5,MEDIC,Move away. Give them some room.
0,15,5,JACK,All right. Let's go.
0,15,5,MEDIC,You OK?
0,15,5,JACK,Yeah .
0,15,5,HAMMOND,Colonel O'Neill? What happened?
0,15,5,JACK,"We encountered some very severe volcanic activity, Sir."
0,15,5,HAMMOND,Who are all these people?
0,15,5,SAM,"We don't really know, Sir They were all dead and dying around the gate. The air was highly toxic."
0,15,5,DANIEL,And hot.
0,15,5,HAMMOND,You better have Doctor Frasier take a look at you. We'll debrief as soon as you're ready.
0,15,5,JACK,"Yes, Sir."
0,15,6,HAMMOND,"You evacuated ten people from an alien planet, Colonel. Doctor Frasier says they're all human and it looks like they're going to live. This was one hell of a rescue operation."
0,15,6,JACK,"Thank you, Sir"
0,15,6,HAMMOND,There were no buildings in the area of any kind?
0,15,6,SAM,"No sir. We don't know how far they walked, but it looked like they were trying to make it back to the Stargate."
0,15,6,HAMMOND,What do we know about these devices they were wearing?
0,15,6,SAM,"Well, they all emit low levels of radiation indicating an operative energy source, but there's no circuitry, moving parts or chips. We've never seen anything like it."
0,15,6,DANIEL,I thought at first that they were from a parallel culture but it looks like they might be way ahead of us.
0,15,6,HAMMOND,"We've determined humans on other planets originated here on Earth, right?"
0,15,6,DANIEL,Yes.
0,15,6,HAMMOND,"Then given our present state of technology, could they be ahead of us?"
0,15,6,DANIEL,Yes. We'd be colonising space right now if it hadn't been for the Dark Ages. There was a period of over eight hundred years where science was heresy and anathema. Maybe they didn't have that setback.
0,15,6,FEMALE OFFICER,General Hammond? The spokesperson for the rescued people is awake. He'd like to speak with you. All of you.
0,15,8,OMOC,Who are you?
0,15,8,HAMMOND,I'm Major General Hammond. This is Colonel O'Neill.
0,15,8,JACK,Jack
0,15,8,SAM,Samantha Carter
0,15,8,DANIEL,Daniel Jackson
0,15,8,OMOC,Where is this place?
0,15,8,HAMMOND,You're on a planet called Earth. These people saved you.
0,15,8,OMOC,Nothing could be further from the truth.
0,15,8,DANIEL,"Well, unless I missed something, you're better off here than you were there."
0,15,8,OMOC,There was a rescue transport on the way.
0,15,8,JACK,"Well, half your people were already dead. I don't think it would have gotten there in time."
0,15,8,OMOC,Perhaps that's more of a problem for you than it was for us.
0,15,8,JACK,Beg your pardon?
0,15,8,OMOC,I find it unbelievable that anyone so primitive could have deciphered the gate system.
0,15,8,JACK,Did you say primitive?
0,15,8,TEAL'C,I too am from a world very different from this one. Here life is highly valued.
0,15,8,OMOC,Quite a statement for a Jaffa.
0,15,8,HAMMOND,"Sir, I'd like to know who you are and what you know about the Goa'uld."
0,15,8,OMOC,I am Omoc. Our world is called Tollan
0,15,8,HAMMOND,And what do you know of the Goa'uld and Jaffa?
0,15,8,OMOC,"We're aware of them, we don't interact with them."
0,15,8,HAMMOND,"Well then, we share a common enemy."
0,15,8,OMOC,Did I mention an enemy?
0,15,8,HAMMOND,"I only meant, it might benefit everyone if your people and ours could be friends."
0,15,8,OMOC,I demand you return everything that you have taken from us and allow us to go home.
0,15,8,DANIEL,"Well, it could take a while for those volcanoes to quiet down. In the meantime, I'm a bit of a culture buff, I'd like to learn about your history and customs."
0,15,8,OMOC,I've said enough. I'll say no more.
0,15,9,HAMMOND,"Captain Carter, I want you to monitor the situation on Tollan very closely, as soon as it's safe there, I want those people gone."
0,15,9,SAM,"Yes, Sir."
0,15,10,DANIEL,New hobby?
0,15,10,SAM,"Neat, huh? Miniature UAV with all the bells and whistles. I'm just adding heat sensors so I can send it through the gate to Tollan."
0,15,10,DANIEL,"I was just down in the infirmary with one of the Tollan, trying to get them to talk to us. They only ask questions, they never answer them. As a matter of fact, one of them was asking a lot of questions about you."
0,15,10,SAM,I thought they weren't interested in us.
0,15,10,DANIEL,I didn't say us. I said you. General Hammond thinks maybe you'll have better luck getting some answers. He'd like to see you.
0,15,10,OK.,
0,15,11,HAMMOND,And I was hoping he would open up to you a bit more than Doctor Jackson or myself.
0,15,12,HAMMOND,You remember Narim?
0,15,12,SAM,Yes. From the planet. You were a lot dirtier then.
0,15,12,NARIM,"Oh, Captain Carter, or is it Doctor?"
0,15,12,SAM,Why don't we just make it Samantha?
0,15,12,NARIM,You may call me Narim
0,15,12,OK,
0,15,12,HAMMOND,"Captain Carter, Mr Narim seems very interested in our planet. I thought maybe you'd like to escort him up to the surface to have a look."
0,15,12,SAM,Really?
0,15,12,NARIM,I would be very pleased to have that opportunity.
