Season,Episode,Scene,Character,Line
0,34,0,STARGATE SG1,Episode 214
0,34,0,"""TOUCHSTONE""",By Sam Egan Briefing Room
0,34,0,SAM,In the 5 weeks since our return from
0,34,0,DANIEL,Known to its indigenous population as Madrona.
0,34,0,SAM,We've been able to process most of the data we've collected and as a result we think we've corroborated some startling first hand observations.
0,34,0,HAMMOND,Which are?
0,34,0,SAM,"Well sir, the inhabitants of this planet can proactively affect their own climate."
0,34,0,JACK,That's a bit of an understatement General. They can call it up just like that.
0,34,0,DANIEL,"You got a crop that needs some water, order some rain, you have a crop that needs sun, and it's literally a matter of dialing it up."
0,34,0,HAMMOND,You sure you weren't under the local voodoo?
0,34,0,SAM,"Believe me General, no one was more skeptical than I, but the fact is we may have stumbled on the most important piece of technology the SCG missions has discovered to date."
0,34,0,TEAL'C,Even the Goa'uld do not possess such technology.
0,34,0,HAMMOND,And you think you know how they do it.
0,34,0,SAM,Well our best theory is the planet was terra-formed about 900 years ago.
0,34,0,DANIEL,Now the Madrona's are technologically primitive so it's likely the planet was terraformed by another alien race.
0,34,0,SAM,Weather.... seems to be regulated by this device
0,34,0,DANIEL,The Madronans call it a Touchstone. It's an ancient artifact probably made by the other alien race.It's right theret's in the statue's hand.
0,34,1,SAM,"And the high priest turns a series of calibrated rings, which seem to determine meteorological conditions over the entire planet's surface."
0,34,1,HAMMOND,We have any idea what makes it tick?
0,34,1,JACK,"That's why we'd like to go back, sir. Carter wants to get a closer look with some of her specialized doohickeys."
0,34,1,HAMMOND,Doohickeys?
0,34,1,JACK,"I believe that's a technical term, sir."
0,34,1,SAM,My instruments will measure the Touchstone's emissions and hopefully give us a better idea of how it works.
0,34,1,HAMMOND,"Any chance we can borrow it for a few days, do a little backwards engineering?"
0,34,1,SAM,"You have to understand General, the Touchstone maintains the weather on this planet."
0,34,1,HAMMOND,"Right then, go see what you can figure out."
0,34,1,JACK,Ok
0,34,2,DANIEL,"Greetings Roham, Princess La Moor"
0,34,2,PRINCESS,"It's the visitor's, Uncle."
0,34,2,ROHAM,We demand that you return the Touchstone.
0,34,2,SAM,What! It's missing?
0,34,2,ROHAM,Do Not play games. You must return it at once.
0,34,2,JACK,No games. We didn't take it.
0,34,2,ROHAM,"It is gone. Come, see for yourselves."
0,34,3,SAM,Well I guess this explains the storm clouds outside.
0,34,3,ROHAM,Without the Touchstone to shield us we will soon be overtaken by the elements. It's only a matter of time before we begin to die because of your theft.
