Season,Episode,Scene,Character,Line
0,114,0,STARGATE SG1,Episode 606
0,114,0,"""ABYSS""",By Brad Wright
0,114,0,JANET,"""He's burning up."""
0,114,0,JANET,"""From what I've been able to learn so far, sir, the virus ultimately acts like cerebrospinal meningitis by attacking the brain."""
0,114,0,THORAN,"""The symbiote, Kanan, is someone I know well. I have no doubt that he would be willing to blend with O'Neill, cure him, and then leave him again if another suitable host can be found."""
0,114,0,SAM,"""Sir, the symbiote's host died while they were on a mission. The Tok'ra have strong reason to believe that the symbiote has vital information to reveal and this would give him that chance."" ""Sir...please..."""
0,114,1,WOMAN,"""It's too far."""
0,114,2,WOMAN,
0,114,2,MAN,"""Hide there until the Chappa-ai is activated. Go."""
0,114,3,JAFFA,"""Shek'mal, Tok'ra. Kree! Jaffa...Shal Kek."""
0,114,4,VOICE,"""The host lives, my lord."""
0,114,4,SGT. DAVIS,"""It's the Tok'ra."""
0,114,4,HAMMOND,"""It's about damn time."""
0,114,5,THORAN,"""General Hammond."""
0,114,5,HAMMOND,"""Councilor Thoran...I'm afraid my patience on this matter has just about run out. You've been promising the safe return of Colonel O'Neill for days. Where is he?"""
0,114,5,THORAN,"""I'm afraid I am the bearer of bad news..."""
0,114,5,TIME JUMP,
0,114,5,SAM,"""...And he just walked out of your base. Nobody noticed he was gone until it was too late."""
0,114,5,THORAN,"""With the attack on Revanna, our numbers have been severely diminished. We had no reason to expect this. I see no reason to assign blame."""
0,114,5,JONAS,"""Colonel O'Neill did put his life in your hands."""
0,114,5,THORAN,"""Receiving a symbiote was his only hope for survival."""
0,114,5,TEAL'C,"""He could have refused."""
0,114,5,JANET,"""In which case you would have never been able to retrieve the knowledge in Kanan's mind."""
0,114,5,THORAN,
0,114,5,HAMMOND,"""Colonel O'Neill would not agree to a blending with a symbiote unless there was more at stake than his life."""
0,114,5,THORAN,"""Perhaps it was that repugnance of blending with another mind that caused O'Neill to behave so irrationally."""
0,114,5,JANET,"""General, I can't speculate on Colonel O'Neill's state of mind, but while a mature symbiote can take control of the host body whenever it wants to, it doesn't work both ways."""
0,114,5,SAM,
0,114,5,TEAL'C,"""Then he was forced to do so, against his will, by the symbiote."""
0,114,5,THORAN,"""You accuse an honored Tok'ra of behaving as a Goa'uld."""
0,114,5,HAMMOND,"""Councilor..."""
0,114,5,THORAN,"""Kanan has fought the Goa'uld longer than any of you have lived. Yet you spit the word symbiote as though you spoke of vermin. Whatever you think of our form, Kanan was as a brother to me."" ""The Tok'ra council accepts that Kanan may be lost to us."""
0,114,5,HAMMOND,"""That's the big difference between us, Councilor. We don't leave our people behind."""
0,114,6,BA'AL,"""Who are you?"""
0,114,6,JACK,"""You go first."""
0,114,7,BA'AL,"""You claim you do not know me?"""
0,114,7,JACK,"""Well...take no offense there, Skippy, I'm sure you're a real hot, important Goa'uld, I've just always been kind of out of the loop with the snake thing."""
0,114,7,BA'AL,
0,114,7,JACK,"""That's it?...just ""Ball""...as in Bocce?"""
0,114,7,BA'AL,"""Do you not know the pain you will suffer for this impudence?"""
0,114,7,JACK,
0,114,8,BA'AL,
0,114,8,JACK,"""Colonel Jack O'Neill, U.S. Air Force. Two ""L's"" in that."""
0,114,8,BA'AL,"""That may be who you once were, Tok'ra."""
0,114,8,JACK,
0,114,8,BA'AL,"""It is true we were only able to capture the host. Your symbiote fled the body out of cowardice. But it is also true that Tok'ra share body and mind equally. You will know all that it knew."""
0,114,8,JACK,
0,114,8,BA'AL,"""Why have you come to this outpost?"""
0,114,8,JACK,"""Now, see, that's a perfect example right there...I haven't a clue."""
0,114,9,BA'AL,"""You have been here before."""
0,114,9,JACK,"""First time."""
0,114,9,BA'AL,"""You know your way to and from our most secret outpost. Clearly you have been here."""
0,114,9,JACK,"""What?"""
0,114,9,BA'AL,"""Did you really hope to escape my personal guard?"""
0,114,9,JACK,"""What?"""
0,114,9,BA'AL,"""Why did you abduct my slave?"""
0,114,9,JACK,"""All right...look...this is the last thing I remember, I swear to God. I was sick. I agreed to let the Tok'ra put a snake in my head or I would have died. Right now, I'm kinda wishing I had."
0,114,9,BA'AL,
0,114,9,JACK,"""No mission."""
0,114,9,BA'AL,"""Why have you returned?"""
0,114,9,JACK,"""I've never been here."""
0,114,9,BA'AL,"""What did you want with the female?"""
0,114,9,JACK,"""What female?"""
0,114,9,BA'AL,"""Death will only offer a temporary escape. I can revive you again and again...a thousand times if need be. Only once you have told me everything I ask, will you be allowed to die"" ""...one...last...time."""
0,114,9,SAM,"""Where was his last mission?"""
0,114,9,THORAN,"""As an operative aboard a mothership in Zipacna's fleet. He managed to escape during a battle with Lord Yu's forces, but just barely."""
0,114,9,JONAS,"""Did he have a motive to return to that vessel?"""
0,114,9,THORAN,"""Such as...?"""
0,114,9,JONAS,"""Unfinished business? A task left undone?"""
0,114,9,THORAN,"""His report stated the mission objectives were complete. We are willing to attempt contact with our operatives on these worlds here, here and here."""
0,114,9,TEAL'C,"""His previous missions."""
0,114,9,THORAN,"""If Kanan returned to either of these worlds, for whatever reason, our operatives may have learned of it."""
0,114,9,JONAS,"""Well, when will we hear news?"""
0,114,9,THORAN,"""It may take many months."""
0,114,9,TEAL'C,"""You spoke of Kanan's mission reports..."""
0,114,9,THORAN,"""What of it?"""
0,114,9,SAM,"""Well, we'd like to see them. If Jonas' instinct is correct and Kanan had unfinished business, there may be clues."""
0,114,9,THORAN,"""Their contents are not relevant."""
