Season,Episode,Scene,Character,Line
0,79,0,STARGATE SG1,Episode 415
0,79,0,"""CHAIN REACTION""",By Paul Mullie Control Room. General Hammond comes down the stairs to be met by Technician Davis.
0,79,0,HAMMOND,Report
0,79,0,TECHNICIAN DAVIS,"It's SG1 sir, they're under fire."
0,79,0,HAMMOND,"Colonel O'Neill, this is General Hammond. Your report status?"
0,79,0,O'NEILL,We're pinned down. Carter was able to dial the Gate. We're trying to get clear to come through.
0,79,0,HAMMOND,"Open the iris. Evacuate the Gate room.Colonel O'Neill, we're taking fire. Report. Colonel O'Neill?"
0,79,0,TECH,Sir?
0,79,0,HAMMOND,Give them some more time.
0,79,3,O'NEILL,So essentially we were ambushed on the way back to the gate.
0,79,3,CARTER,We almost didn't make it out.
0,79,3,HAMMOND,If you delayed much longer you wouldn't have. I was about to close the iris.
0,79,3,O'NEILL,"Well considering the SGC was taking fire, kinda glad you waited as long as you did Sir."
0,79,3,HAMMOND,Strictly speaking if I'd followed procedure you'd all be dead right now.
0,79,3,CARTER,Well Sir every time we go through the stargate it's a calculated risk.
0,79,3,HAMMOND,I realise that Major. But frankly I'm getting tired of sending good people out there never knowing if they're going to come back. I've had enough.
0,79,3,DANIEL,"I'm sorry Sir, what are you saying?"
0,79,3,HAMMOND,I wanted you all to be the first to know. Effective immediately I'm stepping down as commander of the SGC.
0,79,5,HAMMOND,Come to see me off Colonel?
0,79,5,O'NEILL,Nope.Come to talk you out of this.
0,79,5,HAMMOND,Thank you. You can finish later.
0,79,5,AIRWOMAN,Yes sir
0,79,5,HAMMOND,"Jack, weren't you there for my goodbye speech?"
0,79,5,O'NEILL,"Yes I was. Of course. You know that. And it was lovely General but do you really think I'd believe you're quitting because we ran into a little trouble out there? Hell, we've been presumed dead before."
0,79,5,HAMMOND,I don't have to explain myself to you Colonel.
0,79,5,O'NEILL,"No Sir you don't, you're my commanding officer. But could you throw me a bone???"
0,79,5,HAMMOND,Jack this has been a long time coming. I'm asking you to respect my decision and accept it. When I took over this command the stargate was inactive. This was suppposed to be a quick and easy assignment on my way to retirement.
0,79,5,O'NEILL,General. Need I remind you I was retired. Somethings are worth changing your plans for.
0,79,5,HAMMOND,I've had enough.
0,79,6,HAMMOND,Let me just say it's been a pleasure serving with all of you.
0,79,6,CARTER,We'll miss you Sir.
0,79,6,DANIEL,Won't be the same without you Sir
0,79,6,TEAL'C,"On Chulak, when a great warrior retires from the field of battle it is custom to sing a song of lament. Fortunately we are not on Chulak."
0,79,9,CARTER,So what do we know about this new guy?
0,79,9,O'NEILL,Not much.
0,79,9,DANIEL,"Let's hope he's not some sort of spit polish, brass tacks.."
0,79,9,O'NEILL,Hard ass?
0,79,9,DANIEL,I was building up to that.
0,79,9,O'NEILL,Ten hut
0,79,10,BAUER,My name is Major General Bauer. I'll be your new commanding officer. I'd just like to say I look forward to working with all of you. Thank you.
0,79,11,O'NEILL,Squadron at ease. Looks at Carter. Always leave 'em wanting more.
0,79,12,DANIEL,I don't know I guess I was expecting someone a little more inspiring.
0,79,12,CARTER,I guess when you spend that much time at the Pentagon it's easy to become a beaurocrat.
0,79,13,BAUER,Or a diplomat. Depends on where your interests lie.
0,79,13,CARTER,"General, I..."
0,79,13,BAUER,At ease Major Carter. At ease. I've been going over your research into naquada reactors. Very impressive.
0,79,13,CARTER,Well large scale application is mostly theoretical right now but the mineral does show incredible potential as an alternative power source.
0,79,13,BAUER,It also demonstrates some interesting properties when used in conjunction with nuclear ordinance.
0,79,13,CARTER,"It does tend to increase the explosive effect, yes Sir."
0,79,13,BAUER,"The Pentagon feels that the Stargate project, while exposing Earth to considerable danger has yet to produce any practical returns. Now we've been working on a device designed specifically to take advantage of this Naquada enhancing effect. I'd like you to take part in the operation."
0,79,13,CARTER,What about my duties on SG1?
0,79,13,BAUER,You've been reassigned.
0,79,13,DANIEL,What?
0,79,13,BAUER,As have you Doctor Jackson. An archaeologist has no place on a front line unit. From now on you'll work as a consultant going off world when required.
0,79,13,CARTER,General Bauer.
0,79,13,BAUER,The decision has been made Major. Now I suggest you get to work.
0,79,15,BAUER,Come. Colonel O'Neill.
0,79,15,O'NEILL,General.
0,79,15,BAUER,Thank you Captain. I've just been going through your mission reports.
